Focal species,Food item,Category,Additional food item information,Method,Sample size,% frequency of occurrence,% of total volume,Estimated mean % prey composition,Mean % relative density,% total volume for season,% frequency of occurrence within samples containing bird remains,% of dry fecal weight,% of all fish identified,% contribution to fatty acid signatures,% of total stems utilized,% time spent on each food type,% of browse pile,Average fragments of chewed vegetation per colony,Location,Additional location information,Sampling period,Month,Season,Reference,
Arctic fox,fish,fish,,Gastrointestinal content analysis,12,17,,,,,,,,,,,,,"Narsaq district, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,fish,fish,,Gastrointestinal content analysis,33,31,,,,,,,,,,,,,"Nuuk district, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,fish,fish,,Gastrointestinal content analysis,21,10,,,,,,,,,,,,,"Qaqortoq district, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,fish,fish,,Gastrointestinal content analysis,17,24,,,,,,,,,,,,,"Scoresbysund, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,fish,fish,,Gastrointestinal content analysis,96,1,,,,,,,,,,,,,"Thule Air Base, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,berries,fruits,,Gastrointestinal content analysis,43,2,,,,,,,,,,,,,"Kangerlussuaq Air Base, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,berries,fruits,,Gastrointestinal content analysis,7,2,,,,,,,,,,,,,"Kangerlussuaq surround, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,berries,fruits,,Gastrointestinal content analysis,6,67,,,,,,,,,,,,,"Nanortalik district, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",sampling performed in summer but used to infer winter diet based on height of plants?
Arctic fox,berries,fruits,,Gastrointestinal content analysis,12,17,,,,,,,,,,,,,"Narsaq district, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,berries,fruits,,Gastrointestinal content analysis,33,27,,,,,,,,,,,,,"Nuuk district, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,berries,fruits,,Gastrointestinal content analysis,21,5,,,,,,,,,,,,,"Qaqortoq district, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,berries,fruits,,Gastrointestinal content analysis,96,3,,,,,,,,,,,,,"Thule Air Base, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,shellfish,marine invertebrates,,Gastrointestinal content analysis,12,33,,,,,,,,,,,,,"Narsaq district, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,shellfish,marine invertebrates,,Gastrointestinal content analysis,33,27,,,,,,,,,,,,,"Nuuk district, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,shellfish,marine invertebrates,,Gastrointestinal content analysis,21,15,,,,,,,,,,,,,"Qaqortoq district, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,seal,marine mammals,,Gastrointestinal content analysis,19,7,,,,,,,,,,,,,"Siorapaluk, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,seal,marine mammals,,Gastrointestinal content analysis,17,12,,,,,,,,,,,,,"Scoresbysund, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,birds,seabirds,,Gastrointestinal content analysis,43,21,,,,,,,,,,,,,"Kangerlussuaq Air Base, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,birds,seabirds,,Gastrointestinal content analysis,7,21,,,,,,,,,,,,,"Kangerlussuaq surround, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,birds,seabirds,,Gastrointestinal content analysis,6,83,,,,,,,,,,,,,"Nanortalik district, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,birds,seabirds,,Gastrointestinal content analysis,33,35,,,,,,,,,,,,,"Nuuk district, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,birds,seabirds,,Gastrointestinal content analysis,21,20,,,,,,,,,,,,,"Qaqortoq district, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,birds,seabirds,,Gastrointestinal content analysis,17,24,,,,,,,,,,,,,"Scoresbysund, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,birds,seabirds,includes little auk,Gastrointestinal content analysis,19,80,,,,,,,,,,,,,"Siorapaluk, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,birds,seabirds,,Gastrointestinal content analysis,96,14,,,,,,,,,,,,,"Thule Air Base, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic fox,insects,terrestrial invertebrates,,Gastrointestinal content analysis,21,10,,,,,,,,,,,,,"Qaqortoq district, Greenland",,1992-1993,November-March,winter,"Kapel, C. M. O. 1999. Diet of arctic foxes (Alopex lagopus) in Greenland. Arctic",
Arctic hare,Willow,deciduous shrubs/trees,,Stomach content analysis,3,,,,95.2,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,November,Early-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Willow,deciduous shrubs/trees,,Stomach content analysis,3,,,,77.7,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,April,Late-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Willow,deciduous shrubs/trees,,Scat analysis,3,,,,4.5,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,July-August,Summer,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Willow,deciduous shrubs/trees,,Scat analysis,3,,,,93.2,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,November,Early-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Willow,deciduous shrubs/trees,,Scat analysis,3,,,,78,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,April,Late-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Willow,deciduous shrubs/trees,,Stomach content analysis,8,,,,81,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,February,Mid-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Willow,deciduous shrubs/trees,,Scat analysis,8,,,,92.2,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,February,Mid-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Willow,deciduous shrubs/trees,,Stomach content analysis,3,,,,4.5,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,July-August,summer,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Dryas,evergreen shrubs/trees,,Stomach content analysis,3,,,,3.9,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,July-August,summer,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Dryas,evergreen shrubs/trees,,Scat analysis,3,,,,8.2,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,July-August,Summer,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Dryas,evergreen shrubs/trees,,Scat analysis,3,,,,3.7,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,November,Early-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Dryas,evergreen shrubs/trees,,Scat analysis,8,,,,1.6,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,February,Mid-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Legume,,,Stomach content analysis,3,,,,69.5,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,July-August,summer,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Legume,,,Stomach content analysis,3,,,,4.3,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,November,Early-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Legume,,,Stomach content analysis,8,,,,16.1,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,February,Mid-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Legume,,,Stomach content analysis,3,,,,18.8,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,April,Late-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Legume,,,Scat analysis,3,,,,74.6,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,July-August,Summer,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Legume,,,Scat analysis,3,,,,1.5,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,November,Early-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Legume,,,Scat analysis,8,,,,5,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,February,Mid-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Legume,,,Scat analysis,3,,,,18.2,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,April,Late-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,grasses,grasses,,Stomach content analysis,3,,,,1.6,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,July-August,summer,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,grasses,grasses,,Scat analysis,3,,,,1.6,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,July-August,Summer,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,forbs,herbaceous plants,,Stomach content analysis,3,,,,17.6,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,July-August,summer,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,forbs,herbaceous plants,,Stomach content analysis,8,,,,1.9,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,February,Mid-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,forbs,herbaceous plants,,Stomach content analysis,3,,,,2,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,April,Late-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,forbs,herbaceous plants,,Scat analysis,3,,,,3.6,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,July-August,Summer,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,forbs,herbaceous plants,,Scat analysis,3,,,,2.8,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,April,Late-winter,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,sedges,herbaceous plants,mostly Scirpus cespitosus + Carex spp.,Stomach content analysis,3,,,,2.4,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,July-August,summer,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,sedges,herbaceous plants,mostly Scirpus cespitosus + Carex spp.,Scat analysis,3,,,,7,,,,,,,,,,"Banks Island, Northwest Territories",,1993-1997,July-August,Summer,"Larter, N. C. 1999. Seasonal changes in arctic hare, Lepus arcticus, diet composition and differential digestibility. Canadian Field-Naturalist 3:481-486.",
Arctic hare,Acer spicatum,deciduous shrubs/trees,,,85 (plots),,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1973,June-August,winter,"Wood, T. J. 1974. Competition between arctic hares and moose in Gros Morne National Park, Newfoundland. Alces 10:215-237",
Arctic hare,Alnus spp.,deciduous shrubs/trees,,,85 (plots),T,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1973,June-August,winter,"Wood, T. J. 1974. Competition between arctic hares and moose in Gros Morne National Park, Newfoundland. Alces 10:215-237",
Arctic hare,Amelanchier spp.,deciduous shrubs/trees,,,85 (plots),T,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1973,June-August,winter,"Wood, T. J. 1974. Competition between arctic hares and moose in Gros Morne National Park, Newfoundland. Alces 10:215-237",
Arctic hare,Betula michauxii,deciduous shrubs/trees,,,85 (plots),,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1973,June-August,winter,"Wood, T. J. 1974. Competition between arctic hares and moose in Gros Morne National Park, Newfoundland. Alces 10:215-237",
Arctic hare,Betula papyrifera,deciduous shrubs/trees,,,85 (plots),6,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1973,June-August,winter,"Wood, T. J. 1974. Competition between arctic hares and moose in Gros Morne National Park, Newfoundland. Alces 10:215-237",
Arctic hare,Sorbus spp.,deciduous shrubs/trees,,,85 (plots),T,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1973,June-August,winter,"Wood, T. J. 1974. Competition between arctic hares and moose in Gros Morne National Park, Newfoundland. Alces 10:215-237",
Arctic hare,Vaccinium spp.,deciduous shrubs/trees,,,85 (plots),,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1973,June-August,winter,"Wood, T. J. 1974. Competition between arctic hares and moose in Gros Morne National Park, Newfoundland. Alces 10:215-237",
Arctic hare,Viburnum trilobum,deciduous shrubs/trees,,,85 (plots),,,,,,,,,,,,,,"Gros Morne National Park, Newfoundland",,1973,June-August,winter,"Wood, T. J. 1974. Competition between arctic hares and moose in Gros Morne National Park, Newfoundland. Alces 10:215-237",
Canadian lynx,fish,fish,,Gastrointestinal content analysis,51, ,,,,,,,,,,,,,Newfoundland,,1999-2000,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,fish,fish,,Gastrointestinal content analysis,99,1,,,,,,,,,,,,,Newfoundland,,2002-2003,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,American moose,American moose,,Gastrointestinal content analysis,51, ,,,,,,,,,,,,,Newfoundland,,1999-2000,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,American moose,American moose,,Gastrointestinal content analysis,99,1,,,,,,,,,,,,,Newfoundland,,2002-2003,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,birds,Anseriformes,"Ruffed grouse, Spruce grouse, Black duck",Gastrointestinal content analysis,51,3.9,,,,,,,,,,,,,Newfoundland,,1999-2000,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,birds,Anseriformes,"Ruffed grouse, Spruce grouse, Black duck",Gastrointestinal content analysis,99,9.1,,,,,,,,,,,,,Newfoundland,,2002-2003,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,Caribou,Caribou,,Gastrointestinal content analysis,51, ,,,,,,,,,,,,,Newfoundland,,1999-2000,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,Caribou,Caribou,,Gastrointestinal content analysis,75,1.3,,,,,,,,,,,,,Newfoundland,,2000-2001,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,Caribou,Caribou,,Gastrointestinal content analysis,37,10.8,,,,,,,,,,,,,Newfoundland,,2001-2002,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,Caribou,Caribou,,Gastrointestinal content analysis,99,2,,,,,,,,,,,,,Newfoundland,,2002-2003,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,Meadow vole,Meadow vole,,Gastrointestinal content analysis,51,1.9,,,,,,,,,,,,,Newfoundland,,1999-2000,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",sampling performed in summer but used to infer winter diet based on height of plants?
Canadian lynx,Meadow vole,Meadow vole,,Gastrointestinal content analysis,99,4,,,,,,,,,,,,,Newfoundland,,2002-2003,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",sampling performed in summer but used to infer winter diet based on height of plants?
Canadian lynx,Red squirrel,Red squirrel,,Gastrointestinal content analysis,51,1.9,,,,,,,,,,,,,Newfoundland,,1999-2000,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,Red squirrel,Red squirrel,,Gastrointestinal content analysis,75,6.7,,,,,,,,,,,,,Newfoundland,,2000-2001,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,Red squirrel,Red squirrel,,Gastrointestinal content analysis,37,8.1,,,,,,,,,,,,,Newfoundland,,2001-2002,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,Red squirrel,Red squirrel,,Gastrointestinal content analysis,99,12.1,,,,,,,,,,,,,Newfoundland,,2002-2003,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,Snowshoe hare,Snowshoe hare,,Gastrointestinal content analysis,51,58.8,,,,,,,,,,,,,Newfoundland,,1999-2000,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,Snowshoe hare,Snowshoe hare,,Gastrointestinal content analysis,75,81.3,,,,,,,,,,,,,Newfoundland,,2000-2001,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,Snowshoe hare,Snowshoe hare,,Gastrointestinal content analysis,37,54.1,,,,,,,,,,,,,Newfoundland,,2001-2002,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,Snowshoe hare,Snowshoe hare,,Gastrointestinal content analysis,99,69.7,,,,,,,,,,,,,Newfoundland,,2002-2003,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,vegetation,,vegetation,Gastrointestinal content analysis,51,64.7,,,,,,,,,,,,,Newfoundland,,1999-2000,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,vegetation,,,Gastrointestinal content analysis,75,62.7,,,,,,,,,,,,,Newfoundland,,2000-2001,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,vegetation,,,Gastrointestinal content analysis,37,37.8,,,,,,,,,,,,,Newfoundland,,2001-2002,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,vegetation,,,Gastrointestinal content analysis,99,60.6,,,,,,,,,,,,,Newfoundland,,2002-2003,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,birds,Galliformes,"Ruffed grouse, Spruce grouse, Black duck",Gastrointestinal content analysis,75,6.7,,,,,,,,,,,,,Newfoundland,,2000-2001,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,birds,Galliformes,"Ruffed grouse, Spruce grouse, Black duck",Gastrointestinal content analysis,37,2.7,,,,,,,,,,,,,Newfoundland,,2001-2002,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,invertebrates,terrestrial invertebrates,,Gastrointestinal content analysis,51, ,,,,,,,,,,,,,Newfoundland,,1999-2000,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,invertebrates,terrestrial invertebrates,,Gastrointestinal content analysis,99,1,,,,,,,,,,,,,Newfoundland,,2002-2003,,,"Bridger, K. E. 2005. A comparative study of the dietary habits and helminth fauna of Canada lynx (Lynx canadensis), red fox (Vulpes vulpes) and eastern coyote (Canis latrans) on insular Newfoundland. M. Sc. Thesis, Memorial University of Newfoundland",
Canadian lynx,Brook trout,fish,,Stomach content analysis,5,,,,,4.2,,,,,,,,,Newfoundland,,1956-1960,December-March,summer,"Saunders, J. K. 1963. Food habits of the lynx in Newfoundland. The Journal of Wildlife Management 27:384-390",
