Focal species,Food item,Category,Additional food item information,Method,Sample size,% frequency of occurrence,% of total volume,Estimated mean % prey composition,Mean % relative density,% total volume for season,% frequency of occurrence within samples containing bird remains,% of dry fecal weight,% of all fish identified,% contribution to fatty acid signatures,% of total stems utilized,% time spent on each food type,% of browse pile,Average fragments of chewed vegetation per colony,Location,Additional location information,Sampling period,Month,Season,Reference,
Grey wolf,deer,,period of high deer density,Scat analysis,636,,,,,,,22,,,,,,,"Outaouais-Laurentides region, Quebec, Canada",Papineau-Labelle Reserve,1980-1984,May-November,summer,"Potvin, F., Jolicoeur, H., and Huot, J. 1988. Wolf diet and prey selectivity during two periods for deer in Quebec: decline versus expansion. Canadian Journal of Zoology 66:1274-1279.",
Grey wolf,deer,,period of low deer density,Scat analysis,164,,,,,,,78,,,,,,,"Outaouais-Laurentides region, Quebec, Canada",Lake stubbs area,1974-1976,December-April,winter,"Potvin, F., Jolicoeur, H., and Huot, J. 1988. Wolf diet and prey selectivity during two periods for deer in Quebec: decline versus expansion. Canadian Journal of Zoology 66:1274-1279.",
Grey wolf,deer,,period of high deer density,Scat analysis,265,,,,,,,83,,,,,,,"Outaouais-Laurentides region, Quebec, Canada",Papineau-Labelle Reserve,1980-1984,December-April,winter,"Potvin, F., Jolicoeur, H., and Huot, J. 1988. Wolf diet and prey selectivity during two periods for deer in Quebec: decline versus expansion. Canadian Journal of Zoology 66:1274-1279.",
Grey wolf,American beaver,American beaver,,Scat analysis,29,100,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,February,winter,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,American beaver,American beaver,,Scat analysis,31,100,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,March,winter,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,American beaver,American beaver,,Scat analysis,36,100,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,April,spring,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,American beaver,American beaver,,Scat analysis,20,100,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,May,spring,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,American beaver,American beaver,,Scat analysis,73,100,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,June,summer,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Columbian black-tailed deer,,,Scat analysis,29,90.3,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,February,winter,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Columbian black-tailed deer,,,Scat analysis,31,77.7,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,March,winter,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Columbian black-tailed deer,,,Scat analysis,36,81.7,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,April,spring,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Columbian black-tailed deer,,,Scat analysis,20,75.9,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,May,spring,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Columbian black-tailed deer,,,Scat analysis,73,99.6,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,June,summer,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Columbian black-tailed deer,,,Scat analysis,89,85.3,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,July,summer,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Columbian black-tailed deer,,,Scat analysis,30,70.5,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,August,summer,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Columbian black-tailed deer,,,Scat analysis,41,82.7,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,October,fall,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Columbian black-tailed deer,,,Scat analysis,16,87.3,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,November,fall,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Roosevelt elk,,,Scat analysis,29,97.6,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,February,winter,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Roosevelt elk,,,Scat analysis,31,96.9,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,March,winter,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Roosevelt elk,,,Scat analysis,36,92.2,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,April,spring,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Roosevelt elk,,,Scat analysis,20,85.3,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,May,spring,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Roosevelt elk,,,Scat analysis,73,100,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,June,summer,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Roosevelt elk,,,Scat analysis,89,100,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,July,summer,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Roosevelt elk,,,Scat analysis,30,100,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,August,summer,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Roosevelt elk,,,Scat analysis,41,100,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,October,fall,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Roosevelt elk,,,Scat analysis,16,100,,,,,,,,,,,,,"Vancouver Island, British Columbia, Canada",,1978,November,fall,"Scott, B. M. V., Shackleton, D. M. 1980. Food habits of two Vancouver Island wolf packs: a preliminary study. Canadian Journal of Zoology 58:1203-1207.",
Grey wolf,Deer,,,Scat analysis,137,37,,,,,,,,,,,,,Southwestern Alberta,Non-grazing season,2008-2009,,,"Morehouse, A. T., Boyce, M. S. 2011. From venison to beef: seasonal changes in wolf diet composition in a livestock grazing lanscape. Frontiers in Ecology and the Environment 9(8): 440-445.",
Grey wolf,Elk,,,Scat analysis,137,23,,,,,,,,,,,,,Southwestern Alberta,Non-grazing season,2008-2009,,,"Morehouse, A. T., Boyce, M. S. 2011. From venison to beef: seasonal changes in wolf diet composition in a livestock grazing lanscape. Frontiers in Ecology and the Environment 9(8): 440-445.",
Grey wolf,Moose,American moose,,Scat analysis,137,8,,,,,,,,,,,,,Southwestern Alberta,Non-grazing season,2008-2009,,,"Morehouse, A. T., Boyce, M. S. 2011. From venison to beef: seasonal changes in wolf diet composition in a livestock grazing lanscape. Frontiers in Ecology and the Environment 9(8): 440-445.",
Grey wolf,Cow,,,Scat analysis,137,12,,,,,,,,,,,,,Southwestern Alberta,Non-grazing season,2008-2009,,,"Morehouse, A. T., Boyce, M. S. 2011. From venison to beef: seasonal changes in wolf diet composition in a livestock grazing lanscape. Frontiers in Ecology and the Environment 9(8): 440-445.",
Grey wolf,Scavenge,,,Scat analysis,137,19,,,,,,,,,,,,,Southwestern Alberta,Non-grazing season,2008-2009,,,"Morehouse, A. T., Boyce, M. S. 2011. From venison to beef: seasonal changes in wolf diet composition in a livestock grazing lanscape. Frontiers in Ecology and the Environment 9(8): 440-445.",
Grey wolf,Unknown,,,Scat analysis,76,1,,,,,,,,,,,,,Southwestern Alberta,Non-grazing season,2008-2009,,,"Morehouse, A. T., Boyce, M. S. 2011. From venison to beef: seasonal changes in wolf diet composition in a livestock grazing lanscape. Frontiers in Ecology and the Environment 9(8): 440-445.",
Grey wolf,Deer,,,Scat analysis,76,22,,,,,,,,,,,,,Southwestern Alberta,Grazing season,2008-2009,,,"Morehouse, A. T., Boyce, M. S. 2011. From venison to beef: seasonal changes in wolf diet composition in a livestock grazing lanscape. Frontiers in Ecology and the Environment 9(8): 440-445.",
Grey wolf,Elk,,,Scat analysis,76,13,,,,,,,,,,,,,Southwestern Alberta,Grazing season,2008-2009,,,"Morehouse, A. T., Boyce, M. S. 2011. From venison to beef: seasonal changes in wolf diet composition in a livestock grazing lanscape. Frontiers in Ecology and the Environment 9(8): 440-445.",
Grey wolf,Moose,American moose,,Scat analysis,76,9,,,,,,,,,,,,,Southwestern Alberta,Grazing season,2008-2009,,,"Morehouse, A. T., Boyce, M. S. 2011. From venison to beef: seasonal changes in wolf diet composition in a livestock grazing lanscape. Frontiers in Ecology and the Environment 9(8): 440-445.",
