code,gbifname,gbifid,equal
Cheiromeles_torquatus,Cheiromeles torquatus,2433027,true
Chalinolobus_nigrogriseus,Chalinolobus nigrogriseus,2432285,true
Mus_terricolor,Mus terricolor,2438807,true
Liomys_spectabilis,Liomys spectabilis,2439504,true
Thomasomys_andersoni,Thomasomys andersoni,8755526,true
Otomops_papuensis,Otomops papuensis,2433019,true
Saguinus_inustus,Saguinus inustus,2436475,true
Apodemus_epimelas,Apodemus epimelas,4264851,true
Nesoryzomys_darwini,Nesoryzomys darwini,2438930,true
Nanonycteris_veldkampii,Nanonycteris veldkampii,4265712,true
Otospermophilus_atricapillus,Otospermophilus atricapillus,8126411,true
Cyclopes_didactylus,Cyclopes didactylus,2436326,true
Chlorotalpa_duthieae,Chlorotalpa duthieae,2432215,true
Meriones_shawi,Meriones shawi,5219720,true
Mazama_rufina,Mazama rufina,5220122,true
Macaca_sylvanus,Macaca sylvanus,2436618,true
Lasiurus_atratus,Lasiurus atratus,5707211,true
Alouatta_seniculus,Alouatta seniculus,2436648,true
Pseudomys_gracilicaudatus,Pseudomys gracilicaudatus,5219804,true
Rhynchocyon_cirnei,Rhynchocyon cirnei,5220104,true
Lontra_felina,Lontra felina,2433737,true
Praomys_hartwigi,Praomys hartwigi,2438478,true
Ochrotomys_nuttalli,Ochrotomys nuttalli,2438565,true
Lepus_othus,Lepus othus,2436701,true
Apomys_gracilirostris,Apomys gracilirostris,4264813,true
Rattus_verecundus,Rattus verecundus,4264910,true
Saccostomus_mearnsi,Saccostomus mearnsi,2438949,true
Crocidura_lucina,Crocidura lucina,2435620,true
Mormopterus_eleryi,Mormopterus eleryi,7369168,true
Lagothrix_lagotricha,Lagothrix lagothricha,5786085,false
Peromyscus_caniceps,Peromyscus caniceps,2437982,true
Hyladelphys_kalinowskii,Hyladelphys kalinowskii,2439984,true
Rucervus_eldii,Rucervus eldii,7261381,true
Leontocebus_leucogenys,Leontocebus leucogenys,9583990,true
Eumops_underwoodi,Eumops underwoodi,2432994,true
Tupaia_moellendorffi,Tupaia moellendorffi,2436319,true
Hipposideros_wollastoni,Doryrhina wollastoni,10770239,false
Mico_saterei,Mico saterei,5786457,true
Taxidea_taxus,Taxidea taxus,2434102,true
Myomyscus_angolensis,Myomyscus angolensis,4264894,true
Presbytis_comata,Presbytis comata,5219565,true
Spalax_graecus,Spalax graecus,2438885,true
Sorex_alpinus,Sorex alpinus,2435986,true
Euroscaptor_subanura,Euroscaptor subanura,10768462,true
Crocidura_erica,Crocidura erica,2435681,true
Chaerephon_bivittatus,Chaerephon bivittatus,5707233,true
Spilocuscus_maculatus,Spilocuscus maculatus,9818309,true
Scotoecus_pallidus,Scotoecus pallidus,2432334,true
Pygeretmus_zhitkovi,Pygeretmus shitkovi,2439435,false
Sousa_sahulensis,Sousa sahulensis,7679722,true
Neoromicia_guineensis,Neoromicia guineensis,7261793,true
Microtus_levis,Microtus levis,4265013,true
Musseromys_beneficus,Musseromys beneficus,7873551,true
Micronycteris_schmidtorum,Micronycteris schmidtorum,2433285,true
Microtus_townsendii,Microtus townsendii,2438612,true
Brucepattersonius_guarani,Brucepattersonius guarani,4265065,true
Eulemur_rufifrons,Eulemur rufifrons,5786413,true
Petinomys_lugens,Petinomys lugens,2437250,true
Amblysomus_hottentotus,Amblysomus hottentotus,5218439,true
Taterillus_petteri,Taterillus petteri,2439212,true
Crocidura_jacksoni,Crocidura jacksoni,2435662,true
Anoura_geoffroyi,Anoura geoffroyi,5963041,true
Rhogeessa_alleni,Rhogeessa alleni,2432274,true
Nycticeius_humeralis,Nycticeius humeralis,2432314,true
Hapalemur_occidentalis,Hapalemur occidentalis,4266942,true
Necromys_benefactus,Necromys benefactus,4265140,true
Hipposideros_nequam,Hipposideros nequam,5218576,true
Myotis_insularum,Myotis insularum,2432447,true
Murina_beelzebub,Murina beelzebub,8148009,true
Dasyprocta_mexicana,Dasyprocta mexicana,2437584,true
Uroderma_bakeri,Uroderma bakeri,7701166,true
Neoromicia_brunnea,Neoromicia brunnea,7868202,true
Myotis_cobanensis,Myotis cobanensis,2432466,true
Glyphonycteris_daviesi,Glyphonycteris daviesi,4265381,true
Pipistrellus_hanaki,Pipistrellus hanaki,5787632,true
Microtus_oeconomus,Microtus oeconomus,2438635,true
Sorex_bedfordiae,Sorex bedfordiae,2436050,true
Mustela_erminea,Mustela erminea,5219019,true
Akodon_iniscatus,Akodon iniscatus,2437886,true
Otomys_unisulcatus,Myotomys unisulcatus,4264856,false
Trachypithecus_francoisi,Trachypithecus francoisi,2436539,true
Euryoryzomys_legatus,Euryoryzomys legatus,5786864,true
Funambulus_palmarum,Funambulus palmarum,2437246,true
Microtus_irani,Microtus irani,2438601,true
Monodelphis_theresa,Monodelphis theresa,2439962,true
Suncus_hututsi,Suncus hututsi,8971640,true
Monodelphis_adusta,Monodelphis adusta,2439964,true
Crocidura_negligens,Crocidura negligens,2435705,true
Madoqua_saltiana,Madoqua saltiana,2441002,true
Molossops_mattogrossensis,Molossops mattogrossensis,2433006,true
Cebus_capucinus,Cebus capucinus,2436637,true
Pteropus_macrotis,Pteropus macrotis,5218667,true
Saccopteryx_bilineata,Saccopteryx bilineata,5218731,true
Plecotus_ognevi,Plecotus ognevi,5787717,true
Oxymycterus_caparoae,Oxymycterus caparoae,4265187,true
Cacajao_calvus,Cacajao calvus,2436410,true
Pardofelis_marmorata,Pardofelis marmorata,2435089,true
Crocidura_whitakeri,Crocidura whitakeri,2435602,true
Myodes_rex,Myodes rex,5706765,true
Bos_gaurus,Bos frontalis,2441025,false
Miniopterus_magnater,Miniopterus magnater,2432503,true
Graomys_edithae,Graomys edithae,2438232,true
Scotophilus_nucella,Scotophilus nucella,5707094,true
Microtus_evoronensis,Microtus evoronensis,2438610,true
Chaerephon_ansorgei,Chaerephon ansorgei,5218722,true
Monachus_monachus,Monachus monachus,2434779,true
Xenomys_nelsoni,Xenomys nelsoni,2437945,true
Petinomys_setosus,Petinomys setosus,2437253,true
Tatera_indica,Tatera indica,2438134,true
Rattus_annandalei,Rattus annandalei,2439227,true
Mus_tenellus,Mus tenellus,2438782,true
Crunomys_celebensis,Crunomys celebensis,2438561,true
Chaerephon_gallagheri,Chaerephon gallagheri,5218714,true
Rusa_unicolor,Rusa unicolor,7261386,true
Apodemus_latronum,Apodemus latronum,5219739,true
Isthmomys_pirrensis,Isthmomys pirrensis,2438967,true
Muntiacus_gongshanensis,Muntiacus gongshanensis,2440947,true
Pteropus_hypomelanus,Pteropus hypomelanus,5218662,true
Lemmus_amurensis,Lemmus amurensis,5219839,true
Glauconycteris_egeria,Glauconycteris egeria,4266163,true
Oecomys_bicolor,Oecomys bicolor,2439315,true
Dasypus_kappleri,Dasypus kappleri,2440788,true
Acomys_cahirinus,Acomys cahirinus,9800308,true
Chrysospalax_villosus,Chrysospalax villosus,2432199,true
Sturnira_aratathomasi,Sturnira aratathomasi,2433330,true
Rhynchogale_melleri,Rhynchogale melleri,2434240,true
Fukomys_vandewoestijneae,Fukomys vandewoestijneae,10753983,true
Pseudomys_australis,Pseudomys australis,5219792,true
Bos_mutus,Bos grunniens,2441019,false
Phyllomys_medius,Phyllomys medius,4262930,true
Capra_walie,Capra walie,2441048,true
Apomys_abrae,Apomys abrae,2438430,true
Monodon_monoceros,Monodon monoceros,5220008,true
Histriophoca_fasciata,Histriophoca fasciata,2434810,true
Melogale_orientalis,Melogale orientalis,2433632,true
Microcebus_jollyae,Microcebus jollyae,5786013,true
Paramelomys_moncktoni,Paramelomys moncktoni,4264871,true
Arborimus_albipes,Arborimus albipes,2437933,true
Funambulus_pennantii,Funambulus pennantii,2437243,true
Myosorex_varius,Myosorex varius,2435929,true
Rhipidomys_itoan,Rhipidomys itoan,10814110,true
Tamias_sonomae,Tamias sonomae,2437448,true
Cratogeomys_goldmani,Cratogeomys goldmani,7261628,true
Sylvilagus_palustris,Sylvilagus palustris,2436840,true
Batomys_salomonseni,Batomys salomonseni,2437749,true
Microtus_fortis,Microtus fortis,2438675,true
Atelocynus_microtis,Atelocynus microtis,2434454,true
Crocidura_yankariensis,Crocidura yankariensis,2435531,true
Rhipidomys_fulviventer,Rhipidomys fulviventer,5219818,true
Hipposideros_cervinus,Hipposideros cervinus,5218596,true
Phoniscus_papuensis,Phoniscus papuensis,4266271,true
Musseromys_gulantang,Musseromys gulantang,7374359,true
Rattus_osgoodi,Rattus osgoodi,2439255,true
Sorex_orizabae,Sorex orizabae,2436005,true
Hipposideros_megalotis,Hipposideros megalotis,5218594,true
Funisciurus_duchaillui,Funisciurus duchaillui,5786643,true
Apodemus_semotus,Apodemus semotus,5219741,true
Felis_margarita,Felis margarita,2435028,true
Sorex_cylindricauda,Sorex cylindricauda,2436035,true
Neoromicia_melckorum,Neoromicia capensis,4265910,false
Carpitalpa_arendsi,Carpitalpa arendsi,2432207,true
Madoqua_kirkii,Madoqua kirkii,2441001,true
Muntiacus_puhoatensis,Muntiacus puhoatensis,4262417,true
Maxomys_tajuddinii,Maxomys tajuddinii,10727712,true
Uromys_emmae,Uromys emmae,4264976,true
Neotoma_goldmani,Neotoma goldmani,2438452,true
Genetta_johnstoni,Genetta johnstoni,5219352,true
Tamiops_swinhoei,Tamiops swinhoei,2437262,true
Caracal_aurata,Caracal aurata,5787236,true
Taphozous_melanopogon,Taphozous melanopogon,5218745,true
Myotis_nattereri,Myotis nattereri,2432389,true
Eptesicus_tatei,Eptesicus tatei,2432361,true
Rhinoceros_sondaicus,Rhinoceros sondaicus,5220112,true
Pteropus_scapulatus,Pteropus scapulatus,5218649,true
Vespertilio_sinensis,Vespertilio sinensis,7261801,true
Spilogale_angustifrons,Spilogale angustifrons,2434825,true
Sciurus_carolinensis,Sciurus carolinensis,5219681,true
Pecari_tajacu,Pecari tajacu,2440995,true
Macropus_dorsalis,Macropus dorsalis,5219980,true
Suncus_lixus,Suncus lixus,2435523,true
Heteromys_australis,Heteromys australis,2439568,true
Ateles_paniscus,Ateles paniscus,2436645,true
Carollia_benkeithi,Carollia benkeithi,8062282,true
Mandrillus_leucophaeus,Mandrillus leucophaeus,5219557,true
Desmodus_draculae,Desmodus draculae,5787394,true
Ratufa_bicolor,Ratufa bicolor,2437566,true
Axis_axis,Axis axis,2440934,true
Natalus_major,Natalus major,4265598,true
Neurotrichus_gibbsii,Neurotrichus gibbsii,2436208,true
Trinomys_eliasi,Trinomys eliasi,4262948,true
Ctenomys_maulinus,Ctenomys maulinus,2439638,true
Taeromys_microbullatus,Taeromys microbullatus,4264819,true
Rattus_lutreolus,Rattus lutreolus,2439240,true
Phascogale_calura,Phascogale calura,2435449,true
Nanger_granti,Nanger granti,7261447,true
Aotus_nancymaae,Aotus nancymaae,5219589,true
Oligoryzomys_stramineus,Oligoryzomys stramineus,4265161,true
Platyrrhinus_nitelinea,Platyrrhinus nitelinea,8742134,true
Ochotona_cansus,Ochotona cansus,2436996,true
Iomys_horsfieldii,Iomys horsfieldii,2437357,true
Ctenomys_brasiliensis,Ctenomys brasiliensis,2439630,true
Myosorex_eisentrauti,Myosorex eisentrauti,2435926,true
Procolobus_pennantii,Piliocolobus pennantii,7262003,false
Marmota_broweri,Marmota broweri,2437373,true
Rhinolophus_malayanus,Rhinolophus malayanus,2432642,true
Pygathrix_nemaeus,Pygathrix nemaeus,2436529,true
Mus_oubanguii,Mus oubanguii,2438787,true
Lenothrix_canus,Lenothrix canus,2437947,true
Wiedomys_pyrrhorhinos,Wiedomys pyrrhorhinos,2438198,true
Episoriculus_fumidus,Episoriculus fumidus,2435892,true
Rhipidomys_macconnelli,Rhipidomys macconnelli,5219819,true
Hipposideros_fulvus,Hipposideros fulvus,5218561,true
Hylobates_muelleri,Hylobates muelleri,5219548,true
Cercopithecus_mitis,Cercopithecus mitis,5219578,true
Akodon_montensis,Akodon montensis,4265083,true
Fossa_fossana,Fossa fossana,2433529,true
Nyctalus_plancyi,Nyctalus plancyi,7261805,true
Ornithorhynchus_anatinus,Ornithorhynchus anatinus,2433376,true
Microtus_schelkovnikovi,Microtus schelkovnikovi,2438608,true
Pteropus_griseus,Pteropus griseus,5218683,true
Chrysospalax_trevelyani,Chrysospalax trevelyani,2432198,true
Scotorepens_balstoni,Scotorepens balstoni,4266469,true
Parotomys_brantsii,Parotomys brantsii,2438856,true
Crocidura_wimmeri,Crocidura wimmeri,2435566,true
Myonycteris_angolensis,Myonycteris angolensis,10817872,true
Crocidura_olivieri,Crocidura olivieri,2435579,true
Myotis_anjouanensis,Myotis anjouanensis,4266338,true
Peromyscus_sagax,Peromyscus sagax,4265102,true
Microtus_duodecimcostatus,Microtus duodecimcostatus,2438619,true
Kerivoula_argentata,Kerivoula argentata,2432544,true
Dobsonia_minor,Dobsonia minor,2432825,true
Handleyomys_intectus,Handleyomys intectus,4265180,true
Microcebus_murinus,Microcebus murinus,2436447,true
Eidolon_helvum,Eidolon helvum,2432851,true
Leontocebus_cruzlimai,Leontocebus cruzlimai,8570398,true
Callosciurus_phayrei,Callosciurus phayrei,2437406,true
Hippidion_principale,Hippidion principale,4969237,true
Equus_ovodovi,Equus ovodovi,10408113,true
Geoxus_valdivianus,Geoxus valdivianus,2438116,true
Cephalophus_silvicultor,Cephalophus silvicultor,2441163,true
Mystacina_tuberculata,Mystacina tuberculata,2433346,true
Hippotragus_niger,Hippotragus niger,2441031,true
Rhinolophus_schnitzleri,Rhinolophus schnitzleri,7926174,true
Marmota_sibirica,Marmota sibirica,2437372,true
Lemmus_lemmus,Lemmus lemmus,5219840,true
Orcinus_orca,Orcinus orca,2440483,true
Sorex_coronatus,Sorex coronatus,2436090,true
Cephalophus_rufilatus,Cephalophus rufilatus,2441161,true
Rhinolophus_adami,Rhinolophus adami,2432661,true
Amblysomus_corriae,Amblysomus corriae,5218448,true
Uromys_porculus,Uromys porculus,2438191,true
Belomys_pearsonii,Belomys pearsonii,2437241,true
Rhinolophus_affinis,Rhinolophus affinis,2432641,true
Tamiops_rodolphii,Tamiops rodolphii,7261518,true
Peromyscus_mexicanus,Peromyscus mexicanus,2438034,true
Cercopithecus_erythrotis,Cercopithecus erythrotis,5219577,true
Phaenomys_ferrugineus,Phaenomys ferrugineus,2439153,true
Thyroptera_devivoi,Thyroptera devivoi,5787306,true
Anourosorex_yamashinai,Anourosorex yamashinai,2435781,true
Rhinolophus_thailandensis,Rhinolophus thailandensis,8313359,true
Tarsius_bancanus,Cephalopachus bancanus,7503658,false
Plagiodontia_aedium,Plagiodontia aedium,2437638,true
Praomys_tullbergi,Praomys tullbergi,2438479,true
Nectomys_apicalis,Nectomys apicalis,5706777,true
Dendromus_messorius,Dendromus messorius,5219767,true
Micromys_minutus,Micromys minutus,5219833,true
Vulpes_pallida,Vulpes pallida,5219237,true
Lepilemur_scottorum,Lepilemur scottorum,7691117,true
Cricetulus_longicaudatus,Cricetulus longicaudatus,2438769,true
Abrocoma_shistacea,Abrocoma shistacea,4264778,true
Marmota_baibacina,Marmota baibacina,8911743,true
Ochotona_syrinx,Ochotona syrinx,9169267,true
Pteropus_lombocensis,Pteropus lombocensis,5218687,true
Neovison_vison,Mustela vison,5218823,false
Maxomys_wattsi,Maxomys wattsi,2438848,true
Rousettus_leschenaultii,Rousettus leschenaultii,7261759,true
Macaca_ochreata,Macaca ochreata,2436607,true
Musseromys_inopinatus,Musseromys inopinatus,8137130,true
Ochotona_dauurica,Ochotona dauurica,2437033,true
Prosciurillus_weberi,Prosciurillus weberi,2437461,true
Nycteris_parisii,Nycteris parisii,7261939,true
Sylvilagus_varynaensis,Sylvilagus varynaensis,2436859,true
Pedetes_surdaster,Pedetes surdaster,5706735,true
Andalgalomys_pearsoni,Andalgalomys pearsoni,2438726,true
Pan_troglodytes,Pan troglodytes,5219534,true
Presbytis_siamensis,Presbytis siamensis,7262013,true
Lampronycteris_brachyotis,Lampronycteris brachyotis,4265427,true
Meriones_rex,Meriones rex,5219726,true
Niviventer_fulvescens,Niviventer fulvescens,2439050,true
Mus_goundae,Mus goundae,2438792,true
Lophuromys_chercherensis,Lophuromys chercherensis,10820417,true
Smutsia_temminckii,Manis temminckii,5219630,false
Muscardinus_avellanarius,Muscardinus avellanarius,2439658,true
Macaca_hecki,Macaca hecki,4267156,true
Gerbillurus_tytonis,Gerbillurus tytonis,2438752,true
Chiropodomys_major,Chiropodomys major,2438395,true
Tarsipes_rostratus,Tarsipes rostratus,2440056,true
Peromyscus_sejugis,Peromyscus sejugis,2437992,true
Chaerephon_tomensis,Chaerephon tomensis,5707234,true
Nyctophilus_nebulosus,Nyctophilus nebulosus,4266176,true
Pteronotus_macleayii,Pteronotus macleayii,5218621,true
Mastomys_erythroleucus,Mastomys erythroleucus,2438912,true
Neotoma_macrotis,Neotoma macrotis,4265036,true
Diplomys_labilis,Diplomys labilis,2439803,true
Myotis_schaubi,Myotis schaubi,2432417,true
Spermophilus_pallidicauda,Spermophilus pallidicauda,4263876,true
Apodemus_speciosus,Apodemus speciosus,5219745,true
Neophoca_cinerea,Neophoca cinerea,2433484,true
Niviventer_fraternus,Niviventer fraternus,4264898,true
Parastrellus_hesperus,Parastrellus hesperus,8397398,true
Sorex_kozlovi,Sorex kozlovi,2435987,true
Sundasciurus_tenuis,Sundasciurus tenuis,2437480,true
Petaurista_alborufus,Petaurista alborufus,5219696,true
Abrothrix_manni,Abrothrix manni,9003103,true
Thomomys_bottae,Thomomys bottae,2439385,true
Taterillus_lacustris,Taterillus lacustris,2439215,true
Crateromys_heaneyi,Crateromys heaneyi,4264811,true
Hipposideros_gigas,Macronycteris gigas,10771840,false
Rhinosciurus_laticaudatus,Rhinosciurus laticaudatus,5219658,true
Propithecus_perrieri,Propithecus perrieri,5707425,true
Alouatta_guariba,Alouatta guariba,7262055,true
Chionomys_roberti,Chionomys roberti,2438161,true
Melomys_leucogaster,Melomys leucogaster,2439002,true
Akodon_fumeus,Akodon fumeus,2437915,true
Leontocebus_weddelli,Leontocebus weddelli,9530430,true
Falsistrellus_mackenziei,Falsistrellus mackenziei,4266082,true
Coendou_vestitus,Sphiggurus vestitus,2437607,false
Cercartetus_concinnus,Cercartetus concinnus,2440233,true
Crocidura_cinderella,Crocidura cinderella,2435755,true
Allactaga_tetradactyla,Allactaga tetradactyla,2439486,true
Spalacopus_cyanus,Spalacopus cyanus,2439602,true
Crocidura_dolichura,Crocidura dolichura,2435567,true
Petrogale_sharmani,Petrogale sharmani,2440132,true
Microgale_jenkinsae,Microgale jenkinsae,5787260,true
Dermanura_cinereus,Artibeus cinereus,2433267,false
Podogymnura_truei,Podogymnura truei,2437119,true
Xeronycteris_vieirai,Xeronycteris vieirai,5787381,true
Capreolus_capreolus,Capreolus capreolus,5220126,true
Cryptotis_oreoryctes,Cryptotis oreoryctes,8752965,true
Pseudohydromys_pumehanae,Pseudohydromys pumehanae,7677000,true
Spermophilus_erythrogenys,Spermophilus erythrogenys,2437318,true
Macaca_leucogenys,Macaca leucogenys,8507707,true
Pseudomys_higginsi,Pseudomys higginsi,5219788,true
Sorex_ugyunak,Sorex ugyunak,2436089,true
Smutsia_gigantea,Manis gigantea,5219631,false
Callicebus_lucifer,Cheracebus lucifer,9527247,false
Urocitellus_armatus,Urocitellus armatus,8151861,true
Ctenomys_dorsalis,Ctenomys dorsalis,2439632,true
Oxymycterus_hucucha,Oxymycterus hucucha,2438941,true
Gerbilliscus_validus,Gerbilliscus validus,4264944,true
Myosorex_geata,Myosorex geata,2435933,true
Proechimys_magdalenae,Proechimys magdalenae,2439785,true
Phyllostomus_hastatus,Phyllostomus hastatus,2433279,true
Sigmodontomys_alfari,Sigmodontomys alfari,2439118,true
Rattus_tiomanicus,Rattus tiomanicus,2439235,true
Surdisorex_norae,Surdisorex norae,2435503,true
Rhinolophus_deckenii,Rhinolophus deckenii,2432662,true
Uromys_siebersi,Uromys siebersi,4264977,true
Ochotona_hoffmanni,Ochotona hoffmanni,2437021,true
Microgale_longicaudata,Microgale longicaudata,2432130,true
Murexia_rothschildi,Paramurexia rothschildi,2435436,false
Nanger_soemmerringii,Nanger soemmerringii,7261449,true
Crocidura_leucodon,Crocidura leucodon,2435723,true
Hipposideros_pelingensis,Hipposideros pelingensis,5706881,true
Chimarrogale_hantu,Chimarrogale hantu,2435772,true
Phyllomys_thomasi,Phyllomys thomasi,4262931,true
Cratogeomys_fulvescens,Cratogeomys fulvescens,4267440,true
Cryptotis_thomasi,Cryptotis thomasi,5219498,true
Sylvilagus_floridanus,Sylvilagus floridanus,2436886,true
Tadarida_australis,Tadarida australis,2433013,true
Cephalophus_natalensis,Cephalophus natalensis,2441168,true
Tetracerus_quadricornis,Tetracerus quadricornis,2441199,true
Macruromys_major,Macruromys major,2439193,true
Hsunycteris_thomasi,Hsunycteris thomasi,7394262,true
Chiruromys_forbesi,Chiruromys forbesi,2438348,true
Crocidura_vorax,Crocidura vorax,2435637,true
Brachyteles_hypoxanthus,Brachyteles hypoxanthus,4267243,true
Taterillus_pygargus,Taterillus pygargus,2439217,true
Sorex_samniticus,Sorex samniticus,2436103,true
Megaloglossus_azagnyi,Megaloglossus azagnyi,8259533,true
Euderma_maculatum,Euderma maculatum,2432579,true
Galea_flavidens,Galea flavidens,5219700,true
Hippocamelus_antisensis,Hippocamelus antisensis,2440980,true
Myosorex_jejei,Myosorex jejei,8931269,true
Tragelaphus_imberbis,Tragelaphus imberbis,5220177,true
Scotonycteris_zenkeri,Scotonycteris zenkeri,2432778,true
Saimiri_boliviensis,Saimiri boliviensis,2436663,true
Inia_geoffrensis,Inia geoffrensis,2440314,true
Chrotomys_mindorensis,Chrotomys mindorensis,2438290,true
Nelsonia_goldmani,Nelsonia goldmani,5219813,true
Prosciurillus_leucomus,Prosciurillus leucomus,2437464,true
Lagothrix_cana,Lagothrix lagothricha,5786085,false
Hylomyscus_walterverheyeni,Hylomyscus walterverheyeni,10048974,true
Sylvisorex_oriundus,Sylvisorex oriundus,2435807,true
Nyctophilus_geoffroyi,Nyctophilus geoffroyi,2432519,true
Pteromyscus_pulverulentus,Pteromyscus pulverulentus,2437227,true
Ctenomys_pearsoni,Ctenomys pearsoni,2439629,true
Dipodomys_nitratoides,Dipodomys nitratoides,2439524,true
Pseudomys_desertor,Pseudomys desertor,5219802,true
Nyctophilus_sherrini,Nyctophilus sherrini,5787715,true
Feresa_attenuata,Feresa attenuata,2440530,true
Coendou_ichillus,Sphiggurus ichillus,4264795,false
Muntiacus_montanus,Muntiacus muntjak,2440943,false
Dendromus_mystacalis,Dendromus mystacalis,5219774,true
Ochotona_collaris,Ochotona collaris,2437020,true
Gazella_cuvieri,Gazella cuvieri,5220148,true
Sylvilagus_cognatus,Sylvilagus cognatus,2436882,true
Neophocaena_asiaeorientalis,Neophocaena asiaeorientalis,4352040,true
Rhinolophus_darlingi,Rhinolophus darlingi,2432673,true
Pteropus_pumilus,Pteropus pumilus,5218696,true
Eliurus_ellermani,Eliurus ellermani,4263423,true
Akodon_azarae,Akodon azarae,2437878,true
Microcebus_mittermeieri,Microcebus mittermeieri,5786011,true
Platacanthomys_lasiurus,Platacanthomys lasiurus,2438590,true
Reithrodontomys_tenuirostris,Reithrodontomys tenuirostris,2437863,true
Cynomys_parvidens,Cynomys parvidens,2437235,true
Peropteryx_macrotis,Peropteryx macrotis,2433140,true
Sicista_subtilis,Sicista subtilis,2439439,true
Perodicticus_potto,Perodicticus potto,2436624,true
Macropus_robustus,Macropus robustus,5219970,true
Pteropus_vampyrus,Pteropus vampyrus,5218644,true
Sundasciurus_hippurus,Sundasciurus hippurus,2437473,true
Gerbillus_mesopotamiae,Gerbillus mesopotamiae,2437814,true
Petaurista_yunanensis,Petaurista yunanensis,10689577,true
Hipposideros_macrobullatus,Hipposideros macrobullatus,5218567,true
Rattus_rattus,Rattus rattus,2439270,true
Microtus_oaxacensis,Microtus oaxacensis,2438614,true
Mormopterus_norfolkensis,Mormopterus norfolkensis,2433058,true
Rhipidomys_venezuelae,Rhipidomys venezuelae,5219821,true
Symphalangus_syndactylus,Symphalangus syndactylus,4267277,true
Brucepattersonius_igniventris,Brucepattersonius igniventris,4265070,true
Petaurista_philippensis,Petaurista philippensis,5219697,true
Aethomys_granti,Micaelamys granti,4264923,false
Helogale_parvula,Helogale parvula,2434165,true
Pseudalopex_culpaeus,Lycalopex culpaeus,2434340,false
Meriones_crassus,Meriones crassus,5219724,true
Prionodon_linsang,Prionodon linsang,5963050,true
Ochotona_nubrica,Ochotona nubrica,2437014,true
Abrothrix_markhami,Abrothrix markhami,4265097,true
Microcavia_niata,Microcavia niata,2437627,true
Rhinolophus_macrotis,Rhinolophus macrotis,2432652,true
Gerbillus_harwoodi,Dipodillus harwoodi,4264988,false
Glossophaga_longirostris,Glossophaga longirostris,2433192,true
Rhinolophus_euryale,Rhinolophus euryale,2432621,true
Chaeropus_ecaudatus,Chaeropus ecaudatus,5219454,true
Microtus_mongolicus,Microtus mongolicus,2438598,true
Centronycteris_centralis,Centronycteris centralis,4265249,true
Alticola_strelzowi,Alticola strelzowi,2438719,true
Myosorex_longicaudatus,Myosorex longicaudatus,2435920,true
Canis_mesomelas,Canis mesomelas,5219216,true
Myotis_ruber,Myotis ruber,2432445,true
Bettongia_gaimardi,Bettongia gaimardi,2440025,true
Myotis_ater,Myotis ater,7261865,true
Callicebus_olallae,Plecturocebus olallae,9613557,false
Lonchothrix_emiliae,Lonchothrix emiliae,2439811,true
Viverra_zibetha,Viverra zibetha,5219334,true
Mormopterus_beccarii,Mormopterus beccarii,2433056,true
Myotis_punicus,Myotis punicus,4266337,true
Neotoma_chrysomelas,Neotoma chrysomelas,2438441,true
Daubentonia_madagascariensis,Daubentonia madagascariensis,5219587,true
Mormoops_blainvillei,Mormoops blainvillii,2432760,false
Cryptotis_brachyonyx,Cryptotis brachyonyx,5219485,true
Tadarida_insignis,Tadarida insignis,4266607,true
Mirounga_angustirostris,Mirounga angustirostris,2434813,true
Molossops_temminckii,Molossops temminckii,2433003,true
Dasymys_nudipes,Dasymys nudipes,2438416,true
Tupaia_belangeri,Tupaia belangeri,2436268,true
Phalanger_matanim,Phalanger matanim,2440281,true
Aotus_lemurinus,Aotus lemurinus,5219591,true
Dryomys_niethammeri,Dryomys niethammeri,4262920,true
Rhinolophus_mossambicus,Rhinolophus mossambicus,8030031,true
Viverra_civettina,Viverra civettina,5219340,true
Mallomys_istapantap,Mallomys istapantap,2439099,true
Akodon_subfuscus,Akodon subfuscus,2437904,true
Crocidura_wuchihensis,Crocidura wuchihensis,2435650,true
Thomasomys_incanus,Thomasomys incanus,2439164,true
Lynx_pardinus,Lynx pardinus,2435261,true
Bubalus_quarlesi,Bubalus quarlesi,7846959,true
Rhinolophus_cognatus,Rhinolophus cognatus,2432637,true
Hylomys_parvus,Hylomys parvus,2437167,true
Thomasomys_daphne,Thomasomys daphne,2439179,true
Dasyprocta_cristata,Dasyprocta cristata,8984909,true
Proechimys_cuvieri,Proechimys cuvieri,2439790,true
Dendrolagus_dorianus,Dendrolagus dorianus,2440213,true
Artibeus_fraterculus,Artibeus fraterculus,2433275,true
Pipistrellus_deserti,Pipistrellus deserti,5707152,true
Paramelomys_mollis,Paramelomys mollis,4264865,true
Echimys_chrysurus,Echimys chrysurus,5219927,true
Acinonyx_jubatus,Acinonyx jubatus,2435270,true
Histiotus_laephotis,Histiotus laephotis,4265951,true
Glischropus_bucephalus,Glischropus bucephalus,7743041,true
Urocitellus_undulatus,Urocitellus undulatus,7522906,true
Myotis_evotis,Myotis evotis,2432413,true
Mico_mauesi,Mico mauesi,5786464,true
Epomophorus_minimus,Epomophorus minimus,2432789,true
Eumops_patagonicus,Eumops patagonicus,7261927,true
Lophuromys_pseudosikapusi,Lophuromys pseudosikapusi,10887453,true
Peromyscus_attwateri,Peromyscus attwateri,2437970,true
